Name,mean,date_date
D4__038,16.55972906403941,2022-10-02
D4__039,13.105680317040951,2022-10-02
D4__056,16.774021352313166,2022-10-02
D4__060,16.2883939038687,2022-10-02
ROOS3,15.534124629080118,2022-10-02
ROOS2,16.631493506493506,2022-10-02
ROOS1,25.414583333333333,2022-10-02
TC014,40.21945701357466,2022-10-02
TC013,29.03652726310217,2022-10-02
TC015,29.4777183600713,2022-10-02
TC016,15.05355648535565,2022-10-02
TC012,15.170712909441232,2022-10-02
Knaggs_011,13.689813048454788,2022-10-02
Knaggs_010,20.668968692449354,2022-10-02
Knaggs_009,14.060421545667449,2022-10-02
TC022,17.480366492146597,2022-10-02
TC023,16.794466403162055,2022-10-02
TC020,10.853341985723556,2022-10-02
TC005,0,2022-10-02
TC006,0,2022-10-02
TC007_008,0,2022-10-02
HansHerkert,21.69680148030664,2022-10-07
YoloBasin,9.711574074074074,2022-10-07
HPond,20.99240506329114,2022-10-07
Lucky5,8.400453343407632,2022-10-07
76,22.871859296482413,2022-10-07
70,39.82651685393258,2022-10-07
71,3.1459074733096086,2022-10-07
72,25.47415230683713,2022-10-07
64,35.67315716272601,2022-10-07
63,35.82816229116945,2022-10-07
Pond5,25.66927083333333,2022-10-07
Pond6,27.65282583621684,2022-10-07
Pond7,27.013698630136982,2022-10-07
Pond8,28.06860706860707,2022-10-07
Pond9,11.993303571428571,2022-10-07
Pond10,23.01678908709339,2022-10-07
Newstrom,25.872739018087856,2022-10-07
C300,2.8649535265172226,2022-10-07
Souza1-4,4.913848631239936,2022-10-07
Souza106,10.16842105263158,2022-10-07
Dingville1,1.8443305573350417,2022-10-07
Dingville3,2.8525052928722654,2022-10-07
Dingville4,2.6017262638717638,2022-10-07
ShadyOaks(MichaelRue),16.681818181818183,2022-10-07
NorthCreekHouse(R&F Ranch),24.780277961614825,2022-10-07
RioOsoRanch(RioOso),17.60939431396786,2022-10-07
Bluebird(R&F RealEstate),29.59181475498115,2022-10-07
Morrison(MichaelRue),25.67701863354037,2022-10-07
Knaggs,16.32521155529618,2022-10-07
TuleBasin(Chesapeak),15.027613827993257,2022-10-07
TuleBasin,20.55956678700361,2022-10-07
CapOil,20.239910313901344,2022-10-07
TidesEnd,19.01541950113379,2022-10-07
Field 29C,12.327533265097236,2022-10-07
Field 29B,14.544563279857398,2022-10-07
Field 29A,15.261666666666668,2022-10-07
Field 25E,13.420593368237348,2022-10-07
Field 25D,12.48655462184874,2022-10-07
Field 25C,15.090468497576737,2022-10-07
Field 26EE,31.660907127429805,2022-10-07
Field 26CW,31.33264033264033,2022-10-07
Field 26D - 50% ONLY,35.23085106382979,2022-10-07
Field 18,27.19959266802444,2022-10-07
Field 20A,19.3342091434577,2022-10-07
Field 20B,23.02598808879264,2022-10-07
Field 21,27.77888844462215,2022-10-07
Field and Tule,26.88639076800637,2022-10-07
055D,21.488759367194007,2022-10-07
055E,28.80940794809408,2022-10-07
056A,19.7166392092257,2022-10-07
056B,42.29189189189189,2022-10-07
056E,25.87856173677069,2022-10-07
056F,36.52275769745649,2022-10-07
056G,37.20393258426967,2022-10-07
056H,35.84360465116279,2022-10-07
056I,24.56118881118881,2022-10-07
056J,19.932116371933827,2022-10-07
056K,19.68503937007874,2022-10-07
056L,35.33748517200475,2022-10-07
056M,54.5286312849162,2022-10-07
056N,38.11572438162544,2022-10-07
056P,32.47355769230769,2022-10-07
056Q,27.330903790087465,2022-10-07
061,33.693211488250654,2022-10-07
068B,33.27931904161412,2022-10-07
069A3,20.372859025032938,2022-10-07
069B,28.755779490219325,2022-10-07
069C,34.13703703703704,2022-10-07
072A,22.11994698475812,2022-10-07
072B,24.68227848101266,2022-10-07
076A1,33.65732368896926,2022-10-07
076A2,33.65732368896926,2022-10-07
076B,33.27029608404967,2022-10-07
076CW,33.699186991869915,2022-10-07
078A,31.473358116480792,2022-10-07
078B,32.51866666666667,2022-10-07
078C,29.8425,2022-10-07
088,20.84988764044944,2022-10-07
089A,20.394350282485878,2022-10-07
089B,21.4762323943662,2022-10-07
090A,29.078651685393258,2022-10-07
091A,26.41623711340206,2022-10-07
091B,9.290862290862291,2022-10-07
093A,10.95397489539749,2022-10-07
093B,14.883916083916084,2022-10-07
093C,20.664638269100745,2022-10-07
093D,18.77960526315789,2022-10-07
093E,18.219321148825067,2022-10-07
094B,26.83412483039349,2022-10-07
096AW1,26.59392945036916,2022-10-07
096AW2,28.593023255813957,2022-10-07
100A,27.806213796735125,2022-10-07
100B,37.57136015325671,2022-10-07
100C,25.635179153094462,2022-10-07
100DE,24.125082508250824,2022-10-07
100G,21.52200614124872,2022-10-07
100M1,23.011336032388662,2022-10-07
100N,30.13211009174312,2022-10-07
102D,23.745169082125603,2022-10-07
102G,22.60909090909091,2022-10-07
102J,22.86842105263158,2022-10-07
106H2,16.852777777777778,2022-10-07
106H3,6.147058823529412,2022-10-07
106H4,9.673504273504273,2022-10-07
106H5,10.077340569877885,2022-10-07
106H6,5.908333333333333,2022-10-07
110F,25.69090909090909,2022-10-07
110G,20.270491803278688,2022-10-07
110J,26.183195592286506,2022-10-07
110K,28.8997867803838,2022-10-07
110L,27.86888888888889,2022-10-07
111A,30.98283261802575,2022-10-07
111B,28.896247240618106,2022-10-07
111C,30.6320939334638,2022-10-07
111D,32.29159049360146,2022-10-07
111E,24.98957790515894,2022-10-07
111F,27.47950639048039,2022-10-07
111G,28.303140646335912,2022-10-07
111H,28.852246763137853,2022-10-07
111J,32.35892514395393,2022-10-07
111K,31.28273809523809,2022-10-07
116A,25.90353697749196,2022-10-07
116D,25.10460251046025,2022-10-07
131D,26.4501312335958,2022-10-07
131F,13.89119170984456,2022-10-07
192EN,20.54532775453277,2022-10-07
192ES,33.96335369239311,2022-10-07
203-41,32.83226837060703,2022-10-07
203-42,32.59487492373398,2022-10-07
205C,34.46239316239316,2022-10-07
205E,34.27781269641735,2022-10-07
205W,22.635926222935044,2022-10-07
206SW,18.730703259005143,2022-10-07
207E,29.63047138047138,2022-10-07
207W,32.0527974783294,2022-10-07
208E,33.29926470588235,2022-10-07
208W,27.696296296296296,2022-10-07
209E,27.65909090909091,2022-10-07
209W,40.94282744282744,2022-10-07
210E,35.38501742160279,2022-10-07
210W,33.230345911949684,2022-10-07
211C,36.0363321799308,2022-10-07
211E,33.37533156498674,2022-10-07
211SE,27.703846153846158,2022-10-07
211SWE,37.40485829959514,2022-10-07
211SWW,32.98268398268398,2022-10-07
211W,34.89567567567568,2022-10-07
212E,33.70010729613734,2022-10-07
212W,31.85783783783784,2022-10-07
213E,31.107836570663096,2022-10-07
213W,30.394470667565745,2022-10-07
214E,36.28699551569507,2022-10-07
214W,35.88407494145199,2022-10-07
215E,35.41213653603034,2022-10-07
215W,35.12309644670051,2022-10-07
216E,32.64110622250157,2022-10-07
216W,30.669747381392483,2022-10-07
217E,31.31413043478261,2022-10-07
217W,30.5723606168446,2022-10-07
218E,29.620826259196377,2022-10-07
218W,36.71662763466042,2022-10-07
219E,30.96414342629482,2022-10-07
219W,33.47964721845319,2022-10-07
220E,34.62537764350453,2022-10-07
220W,32.388083735909824,2022-10-07
221E,33.63872255489022,2022-10-07
221S,36.79785809906292,2022-10-07
221W,36.8009768009768,2022-10-07
222E,32.17430673457838,2022-10-07
222W,35.215819209039545,2022-10-07
Barale,26.828125,2022-10-07
BorderTule,27.16359586960923,2022-10-07
4-2,20.752414681262074,2022-10-07
9-2,17.493137567826363,2022-10-07
8-4,11.391304347826088,2022-10-07
10-1,21.07625649913345,2022-10-07
10-4,22.990085922009253,2022-10-07
15-1,29.82442748091603,2022-10-07
15-2,16.916475972540045,2022-10-07
15-3,10.447497546614327,2022-10-07
15-6,27.978319783197836,2022-10-07
15-8,26.983098591549297,2022-10-07
23-1,26.12936436884512,2022-10-07
21-1,18.31530282015719,2022-10-07
21-2,24.617330462863293,2022-10-07
5-3,16.054753309265944,2022-10-07
5-2,19.4743508549715,2022-10-07
5-1,24.845641646489103,2022-10-07
32-3,25.34165442976016,2022-10-07
32-2,23.63039399624765,2022-10-07
32-1,14.27942794279428,2022-10-07
4-1,19.269129287598943,2022-10-07
Staten Island Pilot,0,2022-10-07
D1A_019,24.87391646966115,2022-10-07
D1A_032,24.090687766281192,2022-10-07
D1A_050,31.73076923076923,2022-10-07
D3__017,33.08955223880597,2022-10-07
D3__018,37.321056845476384,2022-10-07
D3__025,16.04286671131949,2022-10-07
D3__074,17.247138047138048,2022-10-07
D3__080,16.93003300330033,2022-10-07
D3__085,17.414494596312778,2022-10-07
D4__010,19.254085397996835,2022-10-07
D4__038,17.02524630541872,2022-10-07
D4__039,16.636063408190225,2022-10-07
D4__056,16.166370106761565,2022-10-07
D4__060,16.146541617819462,2022-10-07
ROOS3,14.576656775469832,2022-10-07
ROOS2,17.57792207792208,2022-10-07
ROOS1,21.383333333333333,2022-10-07
TC014,23.94117647058824,2022-10-07
TC013,32.19745897300159,2022-10-07
TC015,35.38057040998218,2022-10-07
TC016,13.959832635983265,2022-10-07
TC012,16.22543352601156,2022-10-07
Knaggs_011,13.07020221289584,2022-10-07
Knaggs_010,22.593922651933703,2022-10-07
Knaggs_009,14.20655737704918,2022-10-07
TC022,17.494764397905758,2022-10-07
TC023,16.211462450592887,2022-10-07
TC020,3.4282933160285527,2022-10-07
TC005,0,2022-10-07
TC006,0,2022-10-07
TC007_008,0,2022-10-07
HansHerkert,24.548770816812056,2022-10-09
YoloBasin,14.998148148148148,2022-10-09
HPond,28.22805907172996,2022-10-09
Lucky5,9.873819418209294,2022-10-09
76,20.965829145728645,2022-10-09
70,34.404044943820224,2022-10-09
71,2.5521098118962886,2022-10-09
72,30.60366870483602,2022-10-09
64,32.13282336578581,2022-10-09
63,31.92780429594272,2022-10-09
Pond5,30.71484375,2022-10-09
Pond6,30.034602076124568,2022-10-09
Pond7,30.403348554033485,2022-10-09
Pond8,35.53846153846154,2022-10-09
Pond9,12.986607142857142,2022-10-09
Pond10,26.48373557187828,2022-10-09
Newstrom,23.810723514211887,2022-10-09
C300,2.5680699835975944,2022-10-09
Souza1-4,5.103864734299517,2022-10-09
Souza106,5.455263157894737,2022-10-09
Dingville1,2.2415118513773225,2022-10-09
Dingville3,3.586450247000706,2022-10-09
Dingville4,3.2305795314426637,2022-10-09
ShadyOaks(MichaelRue),13.047021943573668,2022-10-09
NorthCreekHouse(R&F Ranch),30.00926538716082,2022-10-09
RioOsoRanch(RioOso),14.515451174289248,2022-10-09
Bluebird(R&F RealEstate),51.764135702746366,2022-10-09
Morrison(MichaelRue),38.47600225861096,2022-10-09
Knaggs,15.634519988327984,2022-10-09
TuleBasin(Chesapeak),17.658305227655987,2022-10-09
TuleBasin,21.574809466506217,2022-10-09
CapOil,21.58776425368353,2022-10-09
TidesEnd,23.290702947845805,2022-10-09
Field 29C,7.620266120777892,2022-10-09
Field 29B,18.045454545454547,2022-10-09
Field 29A,13.705,2022-10-09
Field 25E,14.342931937172777,2022-10-09
Field 25D,15.43109243697479,2022-10-09
Field 25C,13.533117932148627,2022-10-09
Field 26EE,38.008639308855294,2022-10-09
Field 26CW,34.45945945945946,2022-10-09
Field 26D - 50% ONLY,36.958510638297874,2022-10-09
Field 18,35.224032586558046,2022-10-09
Field 20A,20.858118759852864,2022-10-09
Field 20B,23.962100703844072,2022-10-09
Field 21,31.637744902039184,2022-10-09
Field and Tule,29.91384799044966,2022-10-09
055D,23.04329725228976,2022-10-09
055E,21.0551500405515,2022-10-09
056A,23.35255354200989,2022-10-09
056B,36.806177606177606,2022-10-09
056E,23.407055630936227,2022-10-09
056F,34.904953145917,2022-10-09
056G,37.347752808988766,2022-10-09
056H,33.88139534883721,2022-10-09
056I,23.925407925407924,2022-10-09
056J,15.05875641756988,2022-10-09
056K,25.818897637795278,2022-10-09
056L,34.13463819691578,2022-10-09
056M,54.167597765363126,2022-10-09
056N,33.48233215547703,2022-10-09
056P,32.10697115384615,2022-10-09
056Q,26.50145772594752,2022-10-09
061,32.84986945169713,2022-10-09
068B,20.3234552332913,2022-10-09
069A3,22.487483530961796,2022-10-09
069B,29.93479549496147,2022-10-09
069C,35.08571428571429,2022-10-09
072A,23.57720344599072,2022-10-09
072B,25.51962025316456,2022-10-09
076A1,32.230560578661844,2022-10-09
076A2,32.230560578661844,2022-10-09
076B,30.816618911174785,2022-10-09
076CW,31.62691960252936,2022-10-09
078A,28.61648079306072,2022-10-09
078B,28.877333333333333,2022-10-09
078C,29.96,2022-10-09
088,19.82292134831461,2022-10-09
089A,20.96440677966101,2022-10-09
089B,23.85299295774648,2022-10-09
090A,31.780898876404493,2022-10-09
091A,17.891752577319586,2022-10-09
091B,11.066280566280566,2022-10-09
093A,10.895397489539748,2022-10-09
093B,16.516083916083915,2022-10-09
093C,21.01555104800541,2022-10-09
093D,18.268421052631577,2022-10-09
093E,18.008485639686683,2022-10-09
094B,31.549864314789687,2022-10-09
096AW1,28.989335520918782,2022-10-09
096AW2,30.30481727574751,2022-10-09
100A,26.776724591890467,2022-10-09
100B,32.25526819923372,2022-10-09
100C,29.64169381107492,2022-10-09
100DE,22.426072607260725,2022-10-09
100G,25.96724667349028,2022-10-09
100M1,16.718218623481782,2022-10-09
100N,29.48990825688073,2022-10-09
102D,23.97342995169082,2022-10-09
102G,23.464848484848485,2022-10-09
102J,22.457236842105264,2022-10-09
106H2,18.352777777777774,2022-10-09
106H3,8.826989619377162,2022-10-09
106H4,10.001709401709402,2022-10-09
106H5,8.815468113975577,2022-10-09
106H6,2.738888888888889,2022-10-09
110F,23.739712918660288,2022-10-09
110G,19.00409836065574,2022-10-09
110J,25.53902662993572,2022-10-09
110K,27.24392324093817,2022-10-09
110L,26.911851851851853,2022-10-09
111A,35.858369098712444,2022-10-09
111B,30.55187637969095,2022-10-09
111C,32.52641878669276,2022-10-09
111D,33.43418647166362,2022-10-09
111E,21.60917144346013,2022-10-09
111F,28.47950639048039,2022-10-09
111G,29.080109239872552,2022-10-09
111H,29.77608530083777,2022-10-09
111J,29.566218809980807,2022-10-09
111K,31.485119047619047,2022-10-09
116A,16.85209003215434,2022-10-09
116D,27.059623430962343,2022-10-09
131D,24.051181102362204,2022-10-09
131F,15.264248704663212,2022-10-09
192EN,16.375174337517432,2022-10-09
192ES,32.923931149361465,2022-10-09
203-41,32.67571884984026,2022-10-09
203-42,31.173886516168395,2022-10-09
205C,34.764102564102565,2022-10-09
205E,33.41671904462602,2022-10-09
205W,38.04891740176424,2022-10-09
206SW,21.481989708404804,2022-10-09
207E,54.34090909090909,2022-10-09
207W,32.06461780929866,2022-10-09
208E,32.571323529411764,2022-10-09
208W,27.512592592592597,2022-10-09
209E,26.121503496503497,2022-10-09
209W,36.565488565488565,2022-10-09
210E,32.81445993031359,2022-10-09
210W,29.590408805031448,2022-10-09
211C,32.99884659746252,2022-10-09
211E,31.70026525198939,2022-10-09
211SE,26.3,2022-10-09
211SWE,31.344129554655872,2022-10-09
211SWW,32.510822510822514,2022-10-09
211W,33.93459459459459,2022-10-09
212E,32.026824034334766,2022-10-09
212W,29.81135135135135,2022-10-09
213E,29.769591426657737,2022-10-09
213W,31.886041807147677,2022-10-09
214E,34.5280269058296,2022-10-09
214W,33.44847775175644,2022-10-09
215E,35.08091024020228,2022-10-09
215W,35.23857868020305,2022-10-09
216E,32.50534255185418,2022-10-09
216W,29.066543438077638,2022-10-09
217E,30.276086956521738,2022-10-09
217W,30.983985765124554,2022-10-09
218E,31.062818336162987,2022-10-09
218W,34.917447306791566,2022-10-09
219E,30.738379814077025,2022-10-09
219W,32.72523744911805,2022-10-09
220E,32.27190332326284,2022-10-09
220W,31.404186795491142,2022-10-09
221E,30.91816367265469,2022-10-09
221S,36.753681392235606,2022-10-09
221W,36.02564102564103,2022-10-09
222E,31.199773627617432,2022-10-09
222W,32.41016949152542,2022-10-09
Barale,26.375,2022-10-09
BorderTule,33.77039886616724,2022-10-09
4-2,20.49871216999356,2022-10-09
9-2,23.6488988190233,2022-10-09
8-4,12.99771167048055,2022-10-09
10-1,20.23223570190641,2022-10-09
10-4,20.37805684071381,2022-10-09
15-1,32.293638676844786,2022-10-09
15-2,17.006864988558352,2022-10-09
15-3,12.473012757605495,2022-10-09
15-6,45.6449864498645,2022-10-09
15-8,47.070422535211264,2022-10-09
23-1,26.18352730528201,2022-10-09
21-1,22.609801202034213,2022-10-09
21-2,38.10656620021528,2022-10-09
5-3,17.39410348977136,2022-10-09
5-2,30.103863204559847,2022-10-09
5-1,42.01997578692494,2022-10-09
32-3,36.872736172295646,2022-10-09
32-2,19.75171982489056,2022-10-09
32-1,15.665566556655666,2022-10-09
4-1,17.471767810026385,2022-10-09
Staten Island Pilot,41.902287708414114,2022-10-09
D1A_019,22.973207249802996,2022-10-09
D1A_032,21.776019476567257,2022-10-09
D1A_050,26.567901234567906,2022-10-09
D3__017,54.64503569110967,2022-10-09
D3__018,101.65172137710168,2022-10-09
D3__025,14.811118553248493,2022-10-09
D3__074,14.435690235690236,2022-10-09
D3__080,15.188778877887788,2022-10-09
D3__085,15.041958041958042,2022-10-09
D4__010,17.82024248813917,2022-10-09
D4__038,15.661945812807884,2022-10-09
D4__039,15.24768824306473,2022-10-09
D4__056,16.340747330960856,2022-10-09
D4__060,16.43259085580305,2022-10-09
ROOS3,17.7215628090999,2022-10-09
ROOS2,20.61796536796537,2022-10-09
ROOS1,27.29583333333333,2022-10-09
TC014,21.744343891402718,2022-10-09
TC013,28.85971413446268,2022-10-09
TC015,29.745989304812834,2022-10-09
TC016,13.293723849372386,2022-10-09
TC012,13.63121387283237,2022-10-09
Knaggs_011,13.681419305608546,2022-10-09
Knaggs_010,20.476519337016576,2022-10-09
Knaggs_009,13.656674473067916,2022-10-09
TC022,16.615837696335078,2022-10-09
TC023,14.93939393939394,2022-10-09
TC020,2.6054510058403637,2022-10-09
TC005,0,2022-10-09
TC006,0,2022-10-09
TC007_008,0,2022-10-09
HansHerkert,20.1786941580756,2022-10-14
YoloBasin,10.181481481481482,2022-10-14
HPond,20.318354430379745,2022-10-14
Lucky5,7.225160559123536,2022-10-14
76,22.7356783919598,2022-10-14
70,31.389662921348314,2022-10-14
71,2.772241992882562,2022-10-14
72,23.859366314619237,2022-10-14
64,28.861613351877608,2022-10-14
63,28.352028639618137,2022-10-14
Pond5,32.63671875,2022-10-14
Pond6,29.366782006920417,2022-10-14
Pond7,30.5662100456621,2022-10-14
Pond8,29.81288981288981,2022-10-14
Pond9,11.339285714285714,2022-10-14
Pond10,24.71458551941238,2022-10-14
Newstrom,3.0607235142118863,2022-10-14
C300,2.6528157463094586,2022-10-14
Souza1-4,4.8953301127214175,2022-10-14
Souza106,2.5105263157894737,2022-10-14
Dingville1,2.2126841768097374,2022-10-14
Dingville3,3.263232180663373,2022-10-14
Dingville4,2.5752157829839706,2022-10-14
ShadyOaks(MichaelRue),18.401253918495296,2022-10-14
NorthCreekHouse(R&F Ranch),21.906684315023163,2022-10-14
RioOsoRanch(RioOso),18.525339925834363,2022-10-14
Bluebird(R&F RealEstate),21.702746365105007,2022-10-14
Morrison(MichaelRue),21.617730095990964,2022-10-14
Knaggs,14.483075576305806,2022-10-14
TuleBasin(Chesapeak),13.70004215851602,2022-10-14
TuleBasin,18.98395507420778,2022-10-14
CapOil,16.7222934016656,2022-10-14
TidesEnd,21.75283446712018,2022-10-14
Field 29C,2.6970317297850563,2022-10-14
Field 29B,5.593582887700535,2022-10-14
Field 29A,2.5641666666666665,2022-10-14
Field 25E,1.962478184991274,2022-10-14
Field 25D,2.3117647058823527,2022-10-14
Field 25C,10.468497576736672,2022-10-14
Field 26EE,26.041036717062635,2022-10-14
Field 26CW,24.51975051975052,2022-10-14
Field 26D - 50% ONLY,27.832978723404256,2022-10-14
Field 18,24.65936863543788,2022-10-14
Field 20A,16.126116657908565,2022-10-14
Field 20B,19.576610720086627,2022-10-14
Field 21,24.69612155137945,2022-10-14
Field and Tule,32.59430959013132,2022-10-14
055D,39.62697751873439,2022-10-14
055E,14.992700729927009,2022-10-14
056A,15.903624382207578,2022-10-14
